	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
geldig/adj/parool_20040302_67/64/R6	geldig/adj/parool_20040302_67/64	R6	.	punct	./punct	.	True	R	7			
geldig/adj/parool_20040302_67/64/R7	geldig/adj/parool_20040302_67/64	R7	sentence_delimiter	none	none	</sentence>	none	R	8			
geldig/adj/parool_20040302_67/64/R8	geldig/adj/parool_20040302_67/64	R8	sentence_delimiter	none	none	<sentence>	none	R	9			
geldig/adj/parool_20040302_67/64/R9	geldig/adj/parool_20040302_67/64	R9	nee	tag	nee/tag	Nee	False	R	10			
geldig/adj/parool_20040302_67/64/R10	geldig/adj/parool_20040302_67/64	R10	,	punct	,/punct	,	False	R	11			
geldig/adj/parool_20040302_67/64/R11	geldig/adj/parool_20040302_67/64	R11	echt	adj	echt/adj	echte	False	R	12	-0.53382033	253480.0	29.0
geldig/adj/parool_20040302_67/64/R12	geldig/adj/parool_20040302_67/64	R12	'	punct	'/punct	'	False	R	13			
geldig/adj/parool_20040302_67/64/R13	geldig/adj/parool_20040302_67/64	R13	vuurballen	name	vuurballen/name	vuurballen	False	R	14			
geldig/adj/parool_20040302_67/64/R14	geldig/adj/parool_20040302_67/64	R14	'	punct	'/punct	'	False	R	15			
geldig/adj/parool_20040302_67/64/R15												
geldig/adj/parool_20001228_47/107/L0	geldig/adj/parool_20001228_47/107	L0	een	det	een/det	een	True	L	1	0.34686255	11075723.0	3057.0
geldig/adj/parool_20001228_47/107/L1	geldig/adj/parool_20001228_47/107	L1	met	prep	met/prep	met	True	L	2	-0.16552584	4230163.0	699.0
geldig/adj/parool_20001228_47/107/L2	geldig/adj/parool_20001228_47/107	L2	passagier	noun	passagier/noun	passagiers	True	L	3	2.0938666	20978.0	33.0
geldig/adj/parool_20001228_47/107/L3	geldig/adj/parool_20001228_47/107	L3	alleen	adv	alleen/adv	Alleen	True	L	4	0.56897616	266562.0	92.0
geldig/adj/parool_20001228_47/107/L4	geldig/adj/parool_20001228_47/107	L4	sentence_delimiter	none	none	<sentence>	none	L	5			
geldig/adj/parool_20001228_47/107/L5	geldig/adj/parool_20001228_47/107	L5	sentence_delimiter	none	none	</sentence>	none	L	6			
geldig/adj/parool_20001228_47/107/L6	geldig/adj/parool_20001228_47/107	L6	.	punct	./punct	.	False	L	7			
geldig/adj/parool_20001228_47/107/L7	geldig/adj/parool_20001228_47/107	L7	toegang_spoor_DIM	noun	toegang_spoor_DIM/noun	toegangspoortjes	False	L	8			
geldig/adj/parool_20001228_47/107/L8	geldig/adj/parool_20001228_47/107	L8	en	vg	en/vg	en	False	L	9			
geldig/adj/parool_20001228_47/107/L9	geldig/adj/parool_20001228_47/107	L9	camera	noun	camera/noun	camera's	False	L	10			
geldig/adj/parool_20001228_47/107/L10	geldig/adj/parool_20001228_47/107	L10	,	punct	,/punct	,	False	L	11			
geldig/adj/parool_20001228_47/107/L11	geldig/adj/parool_20001228_47/107	L11	verlichting	noun	verlichting/noun	verlichting	False	L	12			
geldig/adj/parool_20001228_47/107/L12	geldig/adj/parool_20001228_47/107	L12	goed	adj	goed/adj	betere	False	L	13			
geldig/adj/parool_20001228_47/107/L13	geldig/adj/parool_20001228_47/107	L13	voor	prep	voor/prep	voor	False	L	14	0.44379357	3806927.0	1152.0
geldig/adj/parool_20001228_47/107/L14	geldig/adj/parool_20001228_47/107	L14	bestem	verb	bestem/verb	bestemd	False	L	15			
geldig/adj/parool_20001228_47/107/L15												
geldig/adj/parool_20001228_47/107/R0	geldig/adj/parool_20001228_47/107	R0	trein_kaart_DIM	noun	trein_kaart_DIM/noun	treinkaartje	True	R	1	4.195049	708.0	9.0
geldig/adj/parool_20001228_47/107/R1	geldig/adj/parool_20001228_47/107	R1	mag_op	verb	mag_op/verb	mogen	True	R	2	1.685689	955.0	1.0
geldig/adj/parool_20001228_47/107/R2	geldig/adj/parool_20001228_47/107	R2	in	prep	in/prep	in	True	R	3	-0.25824369999999996	9492181.0	1425.0
geldig/adj/parool_20001228_47/107/R3	geldig/adj/parool_20001228_47/107	R3	de	det	de/det	de	True	R	4	-0.039381522999999995	28074105.0	5256.0
geldig/adj/parool_20001228_47/107/R4	geldig/adj/parool_20001228_47/107	R4	toekomst	noun	toekomst/noun	toekomst	True	R	5	-1.3336341	78319.0	4.0
geldig/adj/parool_20001228_47/107/R5	geldig/adj/parool_20001228_47/107	R5	nog	adv	nog/adv	nog	True	R	6	0.32970515	1683041.0	456.0
geldig/adj/parool_20001228_47/107/R6	geldig/adj/parool_20001228_47/107	R6	de	det	de/det	de	True	R	7	-0.039381522999999995	28074105.0	5256.0
geldig/adj/parool_20001228_47/107/R7	geldig/adj/parool_20001228_47/107	R7	perron	noun	perron/noun	perrons	True	R	8	2.6831683999999996	2806.0	8.0
geldig/adj/parool_20001228_47/107/R8	geldig/adj/parool_20001228_47/107	R8	op	part	op/part	op	True	R	9	-0.27392059999999996	540823.0	80.0
geldig/adj/parool_20001228_47/107/R9	geldig/adj/parool_20001228_47/107	R9	.	punct	./punct	.	True	R	10			
geldig/adj/parool_20001228_47/107/R10	geldig/adj/parool_20001228_47/107	R10	sentence_delimiter	none	none	</sentence>	none	R	11			
geldig/adj/parool_20001228_47/107/R11	geldig/adj/parool_20001228_47/107	R11	sentence_delimiter	none	none	<sentence>	none	R	12			
geldig/adj/parool_20001228_47/107/R12	geldig/adj/parool_20001228_47/107	R12	reiziger	noun	reiziger/noun	Reizigers	False	R	13	3.0382051	15072.0	61.0
geldig/adj/parool_20001228_47/107/R13	geldig/adj/parool_20001228_47/107	R13	moet	verb	moet/verb	moeten	False	R	14	0.2688942	1557442.0	397.0
geldig/adj/parool_20001228_47/107/R14	geldig/adj/parool_20001228_47/107	R14	na	prep	na/prep	na	False	R	15	0.027257586	796990.0	159.0
geldig/adj/parool_20001228_47/107/R15												
geldig/adj/parool_19990726_18/159/L0	geldig/adj/parool_19990726_18/159	L0	alsnog	adv	alsnog/adv	alsnog	True	L	1	1.5572423999999998	27201.0	25.0
geldig/adj/parool_19990726_18/159/L1	geldig/adj/parool_19990726_18/159	L1	uitslag	noun	uitslag/noun	uitslag	True	L	2	2.2205117000000003	26877.0	47.0
geldig/adj/parool_19990726_18/159/L2	geldig/adj/parool_19990726_18/159	L2	de	det	de/det	de	True	L	3	-0.039381522999999995	28074105.0	5256.0
geldig/adj/parool_19990726_18/159/L3	geldig/adj/parool_19990726_18/159	L3	Habibie	name	Habibie/name	Habibie	True	L	4			
geldig/adj/parool_19990726_18/159/L4	geldig/adj/parool_19990726_18/159	L4	dat	comp	dat/comp	dat	True	L	5			
geldig/adj/parool_19990726_18/159/L5	geldig/adj/parool_19990726_18/159	L5	ga_uit	verb	ga_uit/verb	gaan	True	L	6	-0.22910367	44981.0	7.0
geldig/adj/parool_19990726_18/159/L6	geldig/adj/parool_19990726_18/159	L6	te	comp	te/comp	te	True	L	7			
geldig/adj/parool_19990726_18/159/L7	geldig/adj/parool_19990726_18/159	L7	uit	part	uit/part	uit	True	L	8	-0.27960315	475164.0	70.0
geldig/adj/parool_19990726_18/159/L8	geldig/adj/parool_19990726_18/159	L8	ervan	pp	ervan/pp	ervan	True	L	9			
geldig/adj/parool_19990726_18/159/L9	geldig/adj/parool_19990726_18/159	L9	zeg	verb	zeg/verb	zei	True	L	10	-0.28886372	982307.0	144.0
geldig/adj/parool_19990726_18/159/L10	geldig/adj/parool_19990726_18/159	L10	,	punct	,/punct	,	True	L	11			
geldig/adj/parool_19990726_18/159/L11	geldig/adj/parool_19990726_18/159	L11	vertegenwoordig	verb	vertegenwoordig/verb	vertegenwoordigt	True	L	12			
geldig/adj/parool_19990726_18/159/L12	geldig/adj/parool_19990726_18/159	L12	Kiescommissie	name	Kiescommissie/name	Kiescommissie	True	L	13			
geldig/adj/parool_19990726_18/159/L13	geldig/adj/parool_19990726_18/159	L13	de	det	de/det	de	True	L	14	-0.039381522999999995	28074105.0	5256.0
geldig/adj/parool_19990726_18/159/L14	geldig/adj/parool_19990726_18/159	L14	in	prep	in/prep	in	True	L	15	-0.25824369999999996	9492181.0	1425.0
geldig/adj/parool_19990726_18/159/L15												
geldig/adj/parool_19990726_18/159/R0	geldig/adj/parool_19990726_18/159	R0	zal	verb	zal/verb	zal	True	R	1	0.0618014	1661300.0	345.0
geldig/adj/parool_19990726_18/159/R1	geldig/adj/parool_19990726_18/159	R1	verklaar	verb	verklaar/verb	verklaren	True	R	2	1.6572751000000001	80009.0	82.0
geldig/adj/parool_19990726_18/159/R2	geldig/adj/parool_19990726_18/159	R2	.	punct	./punct	.	True	R	3			
geldig/adj/parool_19990726_18/159/R3	geldig/adj/parool_19990726_18/159	R3	sentence_delimiter	none	none	</sentence>	none	R	4			
geldig/adj/parool_19990726_18/159/R4	geldig/adj/parool_19990726_18/159	R4	sentence_delimiter	none	none	<sentence>	none	R	5			
geldig/adj/parool_19990726_18/159/R5	geldig/adj/parool_19990726_18/159	R5	""""	punct	"""/punct"	""""	False	R	6			
geldig/adj/parool_19990726_18/159/R6	geldig/adj/parool_19990726_18/159	R6	Habibie	name	Habibie/name	Habibie	False	R	7			
geldig/adj/parool_19990726_18/159/R7	geldig/adj/parool_19990726_18/159	R7	ben	verb	ben/verb	is	False	R	8	0.58988446	9938754.0	3493.0
geldig/adj/parool_19990726_18/159/R8	geldig/adj/parool_19990726_18/159	R8	verstandig	adj	verstandig/adj	verstandig	False	R	9			
geldig/adj/parool_19990726_18/159/R9	geldig/adj/parool_19990726_18/159	R9	en	vg	en/vg	en	False	R	10			
geldig/adj/parool_19990726_18/159/R10	geldig/adj/parool_19990726_18/159	R10	zal	verb	zal/verb	zal	False	R	11	0.0618014	1661300.0	345.0
geldig/adj/parool_19990726_18/159/R11	geldig/adj/parool_19990726_18/159	R11	de	det	de/det	de	False	R	12	-0.039381522999999995	28074105.0	5256.0
geldig/adj/parool_19990726_18/159/R12	geldig/adj/parool_19990726_18/159	R12	wijsheid	noun	wijsheid/noun	wijsheid	False	R	13			
geldig/adj/parool_19990726_18/159/R13	geldig/adj/parool_19990726_18/159	R13	van	prep	van/prep	van	False	R	14	-0.17398508	12638933.0	2069.0
geldig/adj/parool_19990726_18/159/R14	geldig/adj/parool_19990726_18/159	R14	de	det	de/det	de	False	R	15	-0.039381522999999995	28074105.0	5256.0
geldig/adj/parool_19990726_18/159/R15												
geldig/adj/algemeen_dagblad_19990821_147/1271/L0	geldig/adj/algemeen_dagblad_19990821_147/1271	L0	geen	det	geen/det	geen	True	L	1	1.1402811000000002	1048752.0	637.0
geldig/adj/algemeen_dagblad_19990821_147/1271/L1	geldig/adj/algemeen_dagblad_19990821_147/1271	L1	Barcelona	name	Barcelona/name	Barcelona	True	L	2			
geldig/adj/algemeen_dagblad_19990821_147/1271/L2	geldig/adj/algemeen_dagblad_19990821_147/1271	L2	in	prep	in/prep	in	True	L	3	-0.25824369999999996	9492181.0	1425.0
geldig/adj/algemeen_dagblad_19990821_147/1271/L3	geldig/adj/algemeen_dagblad_19990821_147/1271	L3	dat	noun	dat/noun	dat	True	L	4	0.15310745	83100.0	19.0
geldig/adj/algemeen_dagblad_19990821_147/1271/L4	geldig/adj/algemeen_dagblad_19990821_147/1271	L4	word	verb	word/verb	worden	True	L	5	0.35079232	3486710.0	965.0
geldig/adj/algemeen_dagblad_19990821_147/1271/L5	geldig/adj/algemeen_dagblad_19990821_147/1271	L5	toch	adv	toch/adv	Toch	True	L	6	-0.05803255400000001	466609.0	86.0
geldig/adj/algemeen_dagblad_19990821_147/1271/L6	geldig/adj/algemeen_dagblad_19990821_147/1271	L6	sentence_delimiter	none	none	<sentence>	none	L	7			
geldig/adj/algemeen_dagblad_19990821_147/1271/L7	geldig/adj/algemeen_dagblad_19990821_147/1271	L7	sentence_delimiter	none	none	</sentence>	none	L	8			
geldig/adj/algemeen_dagblad_19990821_147/1271/L8	geldig/adj/algemeen_dagblad_19990821_147/1271	L8	""""	punct	"""/punct"	""""	False	L	9			
geldig/adj/algemeen_dagblad_19990821_147/1271/L9	geldig/adj/algemeen_dagblad_19990821_147/1271	L9	.	punct	./punct	.	False	L	10			
geldig/adj/algemeen_dagblad_19990821_147/1271/L10	geldig/adj/algemeen_dagblad_19990821_147/1271	L10	loting	noun	loting/noun	loting	False	L	11			
geldig/adj/algemeen_dagblad_19990821_147/1271/L11	geldig/adj/algemeen_dagblad_19990821_147/1271	L11	de	det	de/det	de	False	L	12	-0.039381522999999995	28074105.0	5256.0
geldig/adj/algemeen_dagblad_19990821_147/1271/L12	geldig/adj/algemeen_dagblad_19990821_147/1271	L12	van	prep	van/prep	van	False	L	13	-0.17398508	12638933.0	2069.0
geldig/adj/algemeen_dagblad_19990821_147/1271/L13	geldig/adj/algemeen_dagblad_19990821_147/1271	L13	hang_af	verb	hang_af/verb	afhangen	False	L	14			
geldig/adj/algemeen_dagblad_19990821_147/1271/L14	geldig/adj/algemeen_dagblad_19990821_147/1271	L14	zal	verb	zal/verb	zal	False	L	15	0.0618014	1661300.0	345.0
geldig/adj/algemeen_dagblad_19990821_147/1271/L15												
geldig/adj/algemeen_dagblad_19990821_147/1271/R0	geldig/adj/algemeen_dagblad_19990821_147/1271	R0	argument	noun	argument/noun	argumenten	True	R	1	2.3889240000000003	20608.0	44.0
geldig/adj/algemeen_dagblad_19990821_147/1271/R1	geldig/adj/algemeen_dagblad_19990821_147/1271	R1	vind	verb	vind/verb	gevonden	True	R	2	-0.5165642	541702.0	63.0
geldig/adj/algemeen_dagblad_19990821_147/1271/R2	geldig/adj/algemeen_dagblad_19990821_147/1271	R2	.	punct	./punct	.	True	R	3			
geldig/adj/algemeen_dagblad_19990821_147/1271/R3	geldig/adj/algemeen_dagblad_19990821_147/1271	R3	sentence_delimiter	none	none	</sentence>	none	R	4			
geldig/adj/algemeen_dagblad_19990821_147/1271/R4	geldig/adj/algemeen_dagblad_19990821_147/1271	R4	sentence_delimiter	none	none	<sentence>	none	R	5			
geldig/adj/algemeen_dagblad_19990821_147/1271/R5	geldig/adj/algemeen_dagblad_19990821_147/1271	R5	Geluk	name	Geluk/name	Geluk	False	R	6			
geldig/adj/algemeen_dagblad_19990821_147/1271/R6	geldig/adj/algemeen_dagblad_19990821_147/1271	R6	ben	verb	ben/verb	is	False	R	7	0.58988446	9938754.0	3493.0
geldig/adj/algemeen_dagblad_19990821_147/1271/R7	geldig/adj/algemeen_dagblad_19990821_147/1271	R7	niet	adv	niet/adv	niet	False	R	8	0.6292074000000001	3455007.0	1264.0
geldig/adj/algemeen_dagblad_19990821_147/1271/R8	geldig/adj/algemeen_dagblad_19990821_147/1271	R8	een	det	een/det	een	False	R	9	0.34686255	11075723.0	3057.0
geldig/adj/algemeen_dagblad_19990821_147/1271/R9	geldig/adj/algemeen_dagblad_19990821_147/1271	R9	woord	noun	woord/noun	woord	False	R	10			
geldig/adj/algemeen_dagblad_19990821_147/1271/R10	geldig/adj/algemeen_dagblad_19990821_147/1271	R10	dat	pron	dat/pron	dat	False	R	11	0.44559756	552171.0	169.0
geldig/adj/algemeen_dagblad_19990821_147/1271/R11	geldig/adj/algemeen_dagblad_19990821_147/1271	R11	in	prep	in/prep	in	False	R	12	-0.25824369999999996	9492181.0	1425.0
geldig/adj/algemeen_dagblad_19990821_147/1271/R12	geldig/adj/algemeen_dagblad_19990821_147/1271	R12	het	det	het/det	het	False	R	13	-0.09453022	11650779.0	2065.0
geldig/adj/algemeen_dagblad_19990821_147/1271/R13	geldig/adj/algemeen_dagblad_19990821_147/1271	R13	smetteloos	adj	smetteloos/adj	smetteloze	False	R	14			
geldig/adj/algemeen_dagblad_19990821_147/1271/R14	geldig/adj/algemeen_dagblad_19990821_147/1271	R14	notitie_boek_DIM	noun	notitie_boek_DIM/noun	notitieboekje	False	R	15			
geldig/adj/algemeen_dagblad_19990821_147/1271/R15												
geldig/adj/algemeen_dagblad_20040417_105/266/L0	geldig/adj/algemeen_dagblad_20040417_105/266	L0	onbeperkt	adj	onbeperkt/adj	onbeperkt	True	L	1	4.2566504	2695.0	37.0
geldig/adj/algemeen_dagblad_20040417_105/266/L1	geldig/adj/algemeen_dagblad_20040417_105/266	L1	dag	noun	dag/noun	dagen	True	L	2	0.51211345	388220.0	126.0
geldig/adj/algemeen_dagblad_20040417_105/266/L2	geldig/adj/algemeen_dagblad_20040417_105/266	L2	15	num	15/num	15	True	L	3			
geldig/adj/algemeen_dagblad_20040417_105/266/L3	geldig/adj/algemeen_dagblad_20040417_105/266	L3	ben	verb	ben/verb	is	True	L	4	0.58988446	9938754.0	3493.0
geldig/adj/algemeen_dagblad_20040417_105/266/L4	geldig/adj/algemeen_dagblad_20040417_105/266	L4	en	vg	en/vg	en	True	L	5			
geldig/adj/algemeen_dagblad_20040417_105/266/L5	geldig/adj/algemeen_dagblad_20040417_105/266	L5	geef_uit	verb	geef_uit/verb	uitgegeven	True	L	6	0.7533046999999999	26640.0	11.0
geldig/adj/algemeen_dagblad_20040417_105/266/L6	geldig/adj/algemeen_dagblad_20040417_105/266	L6	naam	noun	naam/noun	naam	True	L	7	0.15520036	140818.0	32.0
geldig/adj/algemeen_dagblad_20040417_105/266/L7	geldig/adj/algemeen_dagblad_20040417_105/266	L7	op	prep	op/prep	op	True	L	8	-0.09652367	4502370.0	795.0
geldig/adj/algemeen_dagblad_20040417_105/266/L8	geldig/adj/algemeen_dagblad_20040417_105/266	L8	word	verb	word/verb	wordt	True	L	9	0.35079232	3486710.0	965.0
geldig/adj/algemeen_dagblad_20040417_105/266/L9	geldig/adj/algemeen_dagblad_20040417_105/266	L9	,	punct	,/punct	,	True	L	10			
geldig/adj/algemeen_dagblad_20040417_105/266/L10	geldig/adj/algemeen_dagblad_20040417_105/266	L10	186	num	186/num	186	True	L	11			
geldig/adj/algemeen_dagblad_20040417_105/266/L11	geldig/adj/algemeen_dagblad_20040417_105/266	L11	¤	num	¤/num	¤	True	L	12			
geldig/adj/algemeen_dagblad_20040417_105/266/L12	geldig/adj/algemeen_dagblad_20040417_105/266	L12	kost	verb	kost/verb	kost	True	L	13	1.4920878	100118.0	86.0
geldig/adj/algemeen_dagblad_20040417_105/266/L13	geldig/adj/algemeen_dagblad_20040417_105/266	L13	zwerver_pas	noun	zwerver_pas/noun	zwerverspas	True	L	14			
geldig/adj/algemeen_dagblad_20040417_105/266/L14	geldig/adj/algemeen_dagblad_20040417_105/266	L14	de	det	de/det	De	True	L	15	-0.039381522999999995	28074105.0	5256.0
geldig/adj/algemeen_dagblad_20040417_105/266/L15												
geldig/adj/algemeen_dagblad_20040417_105/266/R0	geldig/adj/algemeen_dagblad_20040417_105/266	R0	op	prep	op/prep	op	True	R	1	-0.09652367	4502370.0	795.0
geldig/adj/algemeen_dagblad_20040417_105/266/R1	geldig/adj/algemeen_dagblad_20040417_105/266	R1	de	det	de/det	de	True	R	2	-0.039381522999999995	28074105.0	5256.0
geldig/adj/algemeen_dagblad_20040417_105/266/R2	geldig/adj/algemeen_dagblad_20040417_105/266	R2	circa	adv	circa/adv	circa	True	R	3	-1.2438133999999998	17914.0	1.0
geldig/adj/algemeen_dagblad_20040417_105/266/R3	geldig/adj/algemeen_dagblad_20040417_105/266	R3	8000	num	8000/num	8000	True	R	4			
geldig/adj/algemeen_dagblad_20040417_105/266/R4	geldig/adj/algemeen_dagblad_20040417_105/266	R4	kilo_meter	noun	kilo_meter/noun	km	True	R	5	-1.3067861	113570.0	6.0
geldig/adj/algemeen_dagblad_20040417_105/266/R5	geldig/adj/algemeen_dagblad_20040417_105/266	R5	spoor_lijn	noun	spoor_lijn/noun	spoorlijnen	True	R	6	0.35518155	3616.0	1.0
geldig/adj/algemeen_dagblad_20040417_105/266/R6	geldig/adj/algemeen_dagblad_20040417_105/266	R6	van	prep	van/prep	van	True	R	7	-0.17398508	12638933.0	2069.0
geldig/adj/algemeen_dagblad_20040417_105/266/R7	geldig/adj/algemeen_dagblad_20040417_105/266	R7	de	det	de/det	de	True	R	8	-0.039381522999999995	28074105.0	5256.0
geldig/adj/algemeen_dagblad_20040417_105/266/R8	geldig/adj/algemeen_dagblad_20040417_105/266	R8	staats_spoor_weg_maatschappij	noun	staats_spoor_weg_maatschappij/noun	staatsspoorwegmaatschappij	True	R	9			
geldig/adj/algemeen_dagblad_20040417_105/266/R9	geldig/adj/algemeen_dagblad_20040417_105/266	R9	.	punct	./punct	.	True	R	10			
geldig/adj/algemeen_dagblad_20040417_105/266/R10	geldig/adj/algemeen_dagblad_20040417_105/266	R10	sentence_delimiter	none	none	</sentence>	none	R	11			
geldig/adj/algemeen_dagblad_20040417_105/266/R11	geldig/adj/algemeen_dagblad_20040417_105/266	R11	sentence_delimiter	none	none	<sentence>	none	R	12			
geldig/adj/algemeen_dagblad_20040417_105/266/R12	geldig/adj/algemeen_dagblad_20040417_105/266	R12	een	det	een/det	Een	False	R	13	0.34686255	11075723.0	3057.0
geldig/adj/algemeen_dagblad_20040417_105/266/R13	geldig/adj/algemeen_dagblad_20040417_105/266	R13	koop_DIM	noun	koop_DIM/noun	koopje	False	R	14			
geldig/adj/algemeen_dagblad_20040417_105/266/R14	geldig/adj/algemeen_dagblad_20040417_105/266	R14	voor	prep	voor/prep	voor	False	R	15	0.44379357	3806927.0	1152.0
geldig/adj/algemeen_dagblad_20040417_105/266/R15												
geldig/adj/algemeen_dagblad_19991022_110/28/L0	geldig/adj/algemeen_dagblad_19991022_110/28	L0	niet	adv	niet/adv	niet	True	L	1	0.6292074000000001	3455007.0	1264.0
geldig/adj/algemeen_dagblad_19991022_110/28/L1	geldig/adj/algemeen_dagblad_19991022_110/28	L1	ben	verb	ben/verb	was	True	L	2	0.58988446	9938754.0	3493.0
geldig/adj/algemeen_dagblad_19991022_110/28/L2	geldig/adj/algemeen_dagblad_19991022_110/28	L2	verzoek	noun	verzoek/noun	verzoek	True	L	3	1.310378	17987.0	13.0
geldig/adj/algemeen_dagblad_19991022_110/28/L3	geldig/adj/algemeen_dagblad_19991022_110/28	L3	het	det	het/det	Het	True	L	4	-0.09453022	11650779.0	2065.0
geldig/adj/algemeen_dagblad_19991022_110/28/L4	geldig/adj/algemeen_dagblad_19991022_110/28	L4	sentence_delimiter	none	none	<sentence>	none	L	5			
geldig/adj/algemeen_dagblad_19991022_110/28/L5	geldig/adj/algemeen_dagblad_19991022_110/28	L5	sentence_delimiter	none	none	</sentence>	none	L	6			
geldig/adj/algemeen_dagblad_19991022_110/28/L6	geldig/adj/algemeen_dagblad_19991022_110/28	L6	.	punct	./punct	.	False	L	7			
geldig/adj/algemeen_dagblad_19991022_110/28/L7	geldig/adj/algemeen_dagblad_19991022_110/28	L7	verwerp	verb	verwerp/verb	verworpen	False	L	8			
geldig/adj/algemeen_dagblad_19991022_110/28/L8	geldig/adj/algemeen_dagblad_19991022_110/28	L8	Papon	name	Papon/name	Papon	False	L	9			
geldig/adj/algemeen_dagblad_19991022_110/28/L9	geldig/adj/algemeen_dagblad_19991022_110/28	L9	Maurice	name	Maurice/name	Maurice	False	L	10			
geldig/adj/algemeen_dagblad_19991022_110/28/L10	geldig/adj/algemeen_dagblad_19991022_110/28	L10	collaborateur	noun	collaborateur/noun	collaborateur	False	L	11			
geldig/adj/algemeen_dagblad_19991022_110/28/L11	geldig/adj/algemeen_dagblad_19991022_110/28	L11	gevlucht	adj	gevlucht/adj	gevluchte	False	L	12			
geldig/adj/algemeen_dagblad_19991022_110/28/L12	geldig/adj/algemeen_dagblad_19991022_110/28	L12	Frankrijk	name	Frankrijk/name	Frankrijk	False	L	13			
geldig/adj/algemeen_dagblad_19991022_110/28/L13	geldig/adj/algemeen_dagblad_19991022_110/28	L13	uit	prep	uit/prep	uit	False	L	14	-0.45507386	1135560.0	140.0
geldig/adj/algemeen_dagblad_19991022_110/28/L14	geldig/adj/algemeen_dagblad_19991022_110/28	L14	de	det	de/det	de	False	L	15	-0.039381522999999995	28074105.0	5256.0
geldig/adj/algemeen_dagblad_19991022_110/28/L15												
geldig/adj/algemeen_dagblad_19991022_110/28/R0	geldig/adj/algemeen_dagblad_19991022_110/28	R0	,	punct	,/punct	,	True	R	1			
geldig/adj/algemeen_dagblad_19991022_110/28/R1	geldig/adj/algemeen_dagblad_19991022_110/28	R1	omdat	comp	omdat/comp	omdat	True	R	2			
geldig/adj/algemeen_dagblad_19991022_110/28/R2	geldig/adj/algemeen_dagblad_19991022_110/28	R2	Papon	name	Papon/name	Papon	True	R	3			
geldig/adj/algemeen_dagblad_19991022_110/28/R3	geldig/adj/algemeen_dagblad_19991022_110/28	R3	niet	adv	niet/adv	niet	True	R	4	0.6292074000000001	3455007.0	1264.0
geldig/adj/algemeen_dagblad_19991022_110/28/R4	geldig/adj/algemeen_dagblad_19991022_110/28	R4	bij	prep	bij/prep	bij	True	R	5	0.08286189999999999	1803877.0	381.0
geldig/adj/algemeen_dagblad_19991022_110/28/R5	geldig/adj/algemeen_dagblad_19991022_110/28	R5	de	det	de/det	de	True	R	6	-0.039381522999999995	28074105.0	5256.0
geldig/adj/algemeen_dagblad_19991022_110/28/R6	geldig/adj/algemeen_dagblad_19991022_110/28	R6	behandeling	noun	behandeling/noun	behandeling	True	R	7	-0.5635302	27083.0	3.0
geldig/adj/algemeen_dagblad_19991022_110/28/R7	geldig/adj/algemeen_dagblad_19991022_110/28	R7	aanwezig	adj	aanwezig/adj	aanwezig	True	R	8	0.91970193	46939.0	23.0
geldig/adj/algemeen_dagblad_19991022_110/28/R8	geldig/adj/algemeen_dagblad_19991022_110/28	R8	ben	verb	ben/verb	was	True	R	9	0.58988446	9938754.0	3493.0
geldig/adj/algemeen_dagblad_19991022_110/28/R9	geldig/adj/algemeen_dagblad_19991022_110/28	R9	,	punct	,/punct	,	True	R	10			
geldig/adj/algemeen_dagblad_19991022_110/28/R10	geldig/adj/algemeen_dagblad_19991022_110/28	R10	oordeel	verb	oordeel/verb	oordeelden	True	R	11			
geldig/adj/algemeen_dagblad_19991022_110/28/R11	geldig/adj/algemeen_dagblad_19991022_110/28	R11	de	det	de/det	de	True	R	12	-0.039381522999999995	28074105.0	5256.0
geldig/adj/algemeen_dagblad_19991022_110/28/R12	geldig/adj/algemeen_dagblad_19991022_110/28	R12	rechter	noun	rechter/noun	rechters	True	R	13			
geldig/adj/algemeen_dagblad_19991022_110/28/R13	geldig/adj/algemeen_dagblad_19991022_110/28	R13	.	punct	./punct	.	True	R	14			
geldig/adj/algemeen_dagblad_19991022_110/28/R14	geldig/adj/algemeen_dagblad_19991022_110/28	R14	sentence_delimiter	none	none	</sentence>	none	R	15			
geldig/adj/algemeen_dagblad_19991022_110/28/R15												
geldig/adj/algemeen_dagblad_20031217_20/94/L0	geldig/adj/algemeen_dagblad_20031217_20/94	L0	100.000	num	100.000/num	100.000	True	L	1			
geldig/adj/algemeen_dagblad_20031217_20/94/L1	geldig/adj/algemeen_dagblad_20031217_20/94	L1	nu	adv	nu/adv	nu	True	L	2	-0.1507474	803160.0	135.0
geldig/adj/algemeen_dagblad_20031217_20/94/L2	geldig/adj/algemeen_dagblad_20031217_20/94	L2	bezit	verb	bezit/verb	bezit	True	L	3	2.0228	18983.0	28.0
geldig/adj/algemeen_dagblad_20031217_20/94/L3	geldig/adj/algemeen_dagblad_20031217_20/94	L3	elektronica_concern	noun	elektronica_concern/noun	elektronicaconcern	True	L	4	1.2895611999999999	1471.0	1.0
geldig/adj/algemeen_dagblad_20031217_20/94/L4	geldig/adj/algemeen_dagblad_20031217_20/94	L4	het	det	het/det	Het	True	L	5	-0.09453022	11650779.0	2065.0
geldig/adj/algemeen_dagblad_20031217_20/94/L5	geldig/adj/algemeen_dagblad_20031217_20/94	L5	sentence_delimiter	none	none	<sentence>	none	L	6			
